"Regionale kerncijfers Nederland"
""
"";"";"Onderwerp"
"";"";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Voortgezet onderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsopleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsbegeleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Hoger beroepsonderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Wetenschappelijk onderwijs"
"Perioden";"Regio's";"aantal";"aantal";"aantal";"aantal";"aantal"
"2022";"Muiden";"";"";"";"";""
"2022";"Naarden";"";"";"";"";""
"2022";"Nederhorst den Berg";"";"";"";"";""
"2022";"Niedorp";"";"";"";"";""
"2022";"Nieuwegein";"3214";"1145";"450";"1345";"703"
"2022";"Noorder-Koggenland";"";"";"";"";""
"2022";"Obdam";"";"";"";"";""
"2022";"Oostzaan";"522";"162";"97";"231";"100"
"2022";"Opmeer";"617";"259";"157";"264";"71"
"2022";"Ouder-Amstel";"854";"176";"64";"316";"317"
"2022";"Oudewater";"571";"191";"92";"236";"81"
"2022";"Purmerend";"4613";"1935";"894";"2048";"854"
"2022";"Renswoude";"328";"108";"75";"134";"40"
"2022";"Rhenen";"1247";"372";"196";"471";"181"
"2022";"De Ronde Venen";"2524";"730";"269";"1024";"553"
"2022";"Schagen";"2663";"1001";"531";"970";"304"
"2022";"Schermer";"";"";"";"";""
"2022";"Schoorl";"";"";"";"";""
"2022";"Soest";"2820";"827";"336";"1051";"571"
"2022";"Stede Broec";"1158";"483";"222";"482";"141"
"2022";"Stichtse Vecht";"3921";"966";"396";"1326";"693"
"2022";"Texel";"674";"157";"152";"178";"81"
"2022";"Uitgeest";"765";"245";"131";"405";"157"
"2022";"Uithoorn";"1833";"538";"164";"715";"400"
"2022";"Utrecht (gemeente)";"19207";"5301";"1492";"12690";"20461"
"2022";"Utrechtse Heuvelrug";"2998";"646";"287";"910";"649"
"2022";"Veenendaal";"3926";"1477";"595";"1725";"543"
"2022";"Velsen";"3486";"1304";"611";"1419";"654"
"2022";"Venhuizen";"";"";"";"";""
"2022";"Vianen";"";"";"";"";""
"2022";"Vijfheerenlanden";"3155";"1129";"550";"1257";"426"
"2022";"Vleuten-De Meern";"";"";"";"";""
"2022";"Waterland";"1053";"259";"108";"349";"231"
"2022";"Weesp";"1094";"302";"105";"442";"274"
"2022";"Wervershoof";"";"";"";"";""
"2022";"Wester-Koggenland";"";"";"";"";""
"2022";"Wieringen";"";"";"";"";""
"2022";"Wieringermeer";"";"";"";"";""
"2022";"Wijdemeren";"1407";"396";"144";"531";"248"
"2022";"Wijk bij Duurstede";"1270";"444";"215";"562";"171"
"2022";"Woerden";"3341";"959";"365";"1396";"630"
"2022";"Wognum";"";"";"";"";""
"2022";"Wormerland";"858";"300";"152";"456";"161"
"2022";"Woudenberg";"858";"254";"159";"365";"127"
"2022";"Zaanstad";"8285";"3307";"1405";"3595";"1457"
"2022";"Zandvoort";"835";"265";"69";"288";"151"
"2022";"Zeevang";"";"";"";"";""
"2022";"Zeist";"4199";"887";"333";"1521";"1573"
"2022";"Zijpe";"";"";"";"";""
"2023";"Aalburg";"";"";"";"";""
"2023";"Aalsmeer";"";"";"";"";""
"2023";"Aarle-Rixtel";"";"";"";"";""
"2023";"Abcoude";"";"";"";"";""
"2023";"Akersloot";"";"";"";"";""
"2023";"Alkmaar";"";"";"";"";""
"2023";"Alphen en Riel";"";"";"";"";""
"2023";"Alphen-Chaam";"";"";"";"";""
"2023";"Altena";"";"";"";"";""
"2023";"Amerongen";"";"";"";"";""
"2023";"Amersfoort";"";"";"";"";""
"2023";"Amstelveen";"";"";"";"";""
"2023";"Amsterdam";"";"";"";"";""
"2023";"Andijk";"";"";"";"";""
"2023";"Anna Paulowna";"";"";"";"";""
"2023";"Asten";"";"";"";"";""
"2023";"Baarle-Nassau";"";"";"";"";""
"2023";"Baarn";"";"";"";"";""
"2023";"Bakel en Milheeze";"";"";"";"";""
"2023";"Beek en Donk";"";"";"";"";""
"2023";"Beemster";"";"";"";"";""
"2023";"Bennebroek";"";"";"";"";""
"2023";"Bergeijk";"";"";"";"";""
"2023";"Bergen (NH.)";"";"";"";"";""
"2023";"Bergen op Zoom";"";"";"";"";""
"2023";"Bergeyk";"";"";"";"";""
"2023";"Berkel-Enschot";"";"";"";"";""
"2023";"Berlicum";"";"";"";"";""
"2023";"Bernheze";"";"";"";"";""
"2023";"Best";"";"";"";"";""
"2023";"Beverwijk";"";"";"";"";""
"2023";"De Bilt";"";"";"";"";""
"2023";"Bladel";"";"";"";"";""
"2023";"Bladel en Netersel";"";"";"";"";""
"2023";"Blaricum";"";"";"";"";""
"2023";"Bloemendaal";"";"";"";"";""
"2023";"Boekel";"";"";"";"";""
"2023";"Boxmeer";"";"";"";"";""
"2023";"Boxtel";"";"";"";"";""
"2023";"Breda";"";"";"";"";""
"2023";"Breukelen";"";"";"";"";""
"2023";"Budel";"";"";"";"";""
"2023";"Bunnik";"";"";"";"";""
"2023";"Bunschoten";"";"";"";"";""
"2023";"Bussum";"";"";"";"";""
"2023";"Castricum";"";"";"";"";""
"2023";"Chaam";"";"";"";"";""
"2023";"Cothen";"";"";"";"";""
"2023";"Cranendonck";"";"";"";"";""
"2023";"Cuijk";"";"";"";"";""
"2023";"Deurne";"";"";"";"";""
"2023";"Diemen";"";"";"";"";""
"2023";"Diessen";"";"";"";"";""
"2023";"Dijk en Waard";"";"";"";"";""
"2023";"Dinteloord en Prinsenland";"";"";"";"";""
"2023";"Dongen";"";"";"";"";""
"2023";"Doorn";"";"";"";"";""
"2023";"Drechterland";"";"";"";"";""
"2023";"Driebergen-Rijsenburg";"";"";"";"";""
"2023";"Drimmelen";"";"";"";"";""
"2023";"Drunen";"";"";"";"";""
"2023";"Den Dungen";"";"";"";"";""
"2023";"Dussen";"";"";"";"";""
"2023";"Edam-Volendam";"";"";"";"";""
"2023";"Eemnes";"";"";"";"";""
"2023";"Eersel";"";"";"";"";""
"2023";"Egmond";"";"";"";"";""
"2023";"Eindhoven";"";"";"";"";""
"2023";"Enkhuizen";"";"";"";"";""
"2023";"Esch";"";"";"";"";""
"2023";"Etten-Leur";"";"";"";"";""
"2023";"Fijnaart en Heijningen";"";"";"";"";""
"2023";"Geertruidenberg";"";"";"";"";""
"2023";"Geldrop";"";"";"";"";""
"2023";"Geldrop-Mierlo";"";"";"";"";""
"2023";"Gemert";"";"";"";"";""
"2023";"Gooise Meren";"";"";"";"";""
"2023";"Graft-De Rijp";"";"";"";"";""
"2023";"'s-Graveland";"";"";"";"";""
"2023";"Haarlem";"";"";"";"";""
"2023";"Haarlemmerliede en Spaarnwoude";"";"";"";"";""
"2023";"Haarlemmermeer";"";"";"";"";""
"2023";"Harenkarspel";"";"";"";"";""
"2023";"Harmelen";"";"";"";"";""
"2023";"Heemskerk";"";"";"";"";""
"2023";"Heemstede";"";"";"";"";""
"2023";"Heerhugowaard";"";"";"";"";""
"2023";"Heiloo";"";"";"";"";""
"2023";"Den Helder";"";"";"";"";""
"2023";"Hilversum";"";"";"";"";""
"2023";"Hollands Kroon";"";"";"";"";""
"2023";"Hoorn";"";"";"";"";""
"2023";"Houten";"";"";"";"";""
"2023";"Huizen";"";"";"";"";""
"2023";"IJsselstein";"";"";"";"";""
"2023";"Koggenland";"";"";"";"";""
"2023";"Landsmeer";"";"";"";"";""
"2023";"Langbroek";"";"";"";"";""
"2023";"Langedijk";"";"";"";"";""
"2023";"Laren (NH.)";"";"";"";"";""
"2023";"Leersum";"";"";"";"";""
"2023";"Leusden";"";"";"";"";""
"2023";"Limmen";"";"";"";"";""
"2023";"Loenen";"";"";"";"";""
"2023";"Loosdrecht";"";"";"";"";""
"2023";"Lopik";"";"";"";"";""
"2023";"Maarn";"";"";"";"";""
"2023";"Maarssen";"";"";"";"";""
"2023";"Maartensdijk";"";"";"";"";""
"2023";"Medemblik";"";"";"";"";""
"2023";"Montfoort";"";"";"";"";""
"2023";"Muiden";"";"";"";"";""
"2023";"Naarden";"";"";"";"";""
"2023";"Nederhorst den Berg";"";"";"";"";""
"2023";"Niedorp";"";"";"";"";""
"2023";"Nieuwegein";"";"";"";"";""
"2023";"Noorder-Koggenland";"";"";"";"";""
"2023";"Obdam";"";"";"";"";""
"2023";"Oostzaan";"";"";"";"";""
"2023";"Opmeer";"";"";"";"";""
"2023";"Ouder-Amstel";"";"";"";"";""
"2023";"Oudewater";"";"";"";"";""
"2023";"Purmerend";"";"";"";"";""
"2023";"Renswoude";"";"";"";"";""
"2023";"Rhenen";"";"";"";"";""
"2023";"De Ronde Venen";"";"";"";"";""
"2023";"Schagen";"";"";"";"";""
"2023";"Schermer";"";"";"";"";""
"2023";"Schoorl";"";"";"";"";""
"2023";"Soest";"";"";"";"";""
"2023";"Stede Broec";"";"";"";"";""
"2023";"Stichtse Vecht";"";"";"";"";""
"2023";"Texel";"";"";"";"";""
"2023";"Uitgeest";"";"";"";"";""
"2023";"Uithoorn";"";"";"";"";""
"2023";"Utrecht (gemeente)";"";"";"";"";""
"2023";"Utrechtse Heuvelrug";"";"";"";"";""
"2023";"Veenendaal";"";"";"";"";""
"2023";"Velsen";"";"";"";"";""
"2023";"Venhuizen";"";"";"";"";""
"2023";"Vianen";"";"";"";"";""
"2023";"Vijfheerenlanden";"";"";"";"";""
"2023";"Vleuten-De Meern";"";"";"";"";""
"2023";"Waterland";"";"";"";"";""
"2023";"Weesp";"";"";"";"";""
"2023";"Wervershoof";"";"";"";"";""
"2023";"Wester-Koggenland";"";"";"";"";""
"2023";"Wieringen";"";"";"";"";""
"2023";"Wieringermeer";"";"";"";"";""
"2023";"Wijdemeren";"";"";"";"";""
"2023";"Wijk bij Duurstede";"";"";"";"";""
"2023";"Woerden";"";"";"";"";""
"2023";"Wognum";"";"";"";"";""
"2023";"Wormerland";"";"";"";"";""
"2023";"Woudenberg";"";"";"";"";""
"2023";"Zaanstad";"";"";"";"";""
"2023";"Zandvoort";"";"";"";"";""
"2023";"Zeevang";"";"";"";"";""
"2023";"Zeist";"";"";"";"";""
"2023";"Zijpe";"";"";"";"";""
"2024";"Aalburg";"";"";"";"";""
"2024";"Aalsmeer";"";"";"";"";""
"2024";"Aarle-Rixtel";"";"";"";"";""
"2024";"Abcoude";"";"";"";"";""
"2024";"Akersloot";"";"";"";"";""
"2024";"Alkmaar";"";"";"";"";""
"2024";"Alphen en Riel";"";"";"";"";""
"2024";"Alphen-Chaam";"";"";"";"";""
"2024";"Altena";"";"";"";"";""
"2024";"Amerongen";"";"";"";"";""
"2024";"Amersfoort";"";"";"";"";""
"2024";"Amstelveen";"";"";"";"";""
"2024";"Amsterdam";"";"";"";"";""
"2024";"Andijk";"";"";"";"";""
"2024";"Anna Paulowna";"";"";"";"";""
"2024";"Asten";"";"";"";"";""
"2024";"Baarle-Nassau";"";"";"";"";""
"2024";"Baarn";"";"";"";"";""
"2024";"Bakel en Milheeze";"";"";"";"";""
"2024";"Beek en Donk";"";"";"";"";""
"2024";"Beemster";"";"";"";"";""
"2024";"Bennebroek";"";"";"";"";""
"2024";"Bergeijk";"";"";"";"";""
"2024";"Bergen (NH.)";"";"";"";"";""
"2024";"Bergen op Zoom";"";"";"";"";""
"2024";"Bergeyk";"";"";"";"";""
"2024";"Berkel-Enschot";"";"";"";"";""
"2024";"Berlicum";"";"";"";"";""
"2024";"Bernheze";"";"";"";"";""
"2024";"Best";"";"";"";"";""
"2024";"Beverwijk";"";"";"";"";""
"2024";"De Bilt";"";"";"";"";""
"2024";"Bladel";"";"";"";"";""
"2024";"Bladel en Netersel";"";"";"";"";""
"2024";"Blaricum";"";"";"";"";""
"2024";"Bloemendaal";"";"";"";"";""
"2024";"Boekel";"";"";"";"";""
"2024";"Boxmeer";"";"";"";"";""
"2024";"Boxtel";"";"";"";"";""
"2024";"Breda";"";"";"";"";""
"2024";"Breukelen";"";"";"";"";""
"2024";"Budel";"";"";"";"";""
"2024";"Bunnik";"";"";"";"";""
"2024";"Bunschoten";"";"";"";"";""
"2024";"Bussum";"";"";"";"";""
"2024";"Castricum";"";"";"";"";""
"2024";"Chaam";"";"";"";"";""
"2024";"Cothen";"";"";"";"";""
"2024";"Cranendonck";"";"";"";"";""
"2024";"Cuijk";"";"";"";"";""
"2024";"Deurne";"";"";"";"";""
"2024";"Diemen";"";"";"";"";""
"2024";"Diessen";"";"";"";"";""
"2024";"Dijk en Waard";"";"";"";"";""
"2024";"Dinteloord en Prinsenland";"";"";"";"";""
"2024";"Dongen";"";"";"";"";""
"2024";"Doorn";"";"";"";"";""
"2024";"Drechterland";"";"";"";"";""
"2024";"Driebergen-Rijsenburg";"";"";"";"";""
"2024";"Drimmelen";"";"";"";"";""
"2024";"Drunen";"";"";"";"";""
"2024";"Den Dungen";"";"";"";"";""
"2024";"Dussen";"";"";"";"";""
"2024";"Edam-Volendam";"";"";"";"";""
"2024";"Eemnes";"";"";"";"";""
"2024";"Eersel";"";"";"";"";""
"2024";"Egmond";"";"";"";"";""
"2024";"Eindhoven";"";"";"";"";""
"2024";"Enkhuizen";"";"";"";"";""
"2024";"Esch";"";"";"";"";""
"2024";"Etten-Leur";"";"";"";"";""
"2024";"Fijnaart en Heijningen";"";"";"";"";""
"2024";"Geertruidenberg";"";"";"";"";""
"2024";"Geldrop";"";"";"";"";""
"2024";"Geldrop-Mierlo";"";"";"";"";""
"2024";"Gemert";"";"";"";"";""
"2024";"Gooise Meren";"";"";"";"";""
"2024";"Graft-De Rijp";"";"";"";"";""
"2024";"'s-Graveland";"";"";"";"";""
"2024";"Haarlem";"";"";"";"";""
"2024";"Haarlemmerliede en Spaarnwoude";"";"";"";"";""
"2024";"Haarlemmermeer";"";"";"";"";""
"2024";"Harenkarspel";"";"";"";"";""
"2024";"Harmelen";"";"";"";"";""
"2024";"Heemskerk";"";"";"";"";""
"2024";"Heemstede";"";"";"";"";""
"2024";"Heerhugowaard";"";"";"";"";""
"2024";"Heiloo";"";"";"";"";""
"2024";"Den Helder";"";"";"";"";""
"2024";"Hilversum";"";"";"";"";""
"2024";"Hollands Kroon";"";"";"";"";""
"2024";"Hoorn";"";"";"";"";""
"2024";"Houten";"";"";"";"";""
"2024";"Huizen";"";"";"";"";""
"2024";"IJsselstein";"";"";"";"";""
"2024";"Koggenland";"";"";"";"";""
"2024";"Landsmeer";"";"";"";"";""
"2024";"Langbroek";"";"";"";"";""
"2024";"Langedijk";"";"";"";"";""
"2024";"Laren (NH.)";"";"";"";"";""
"2024";"Leersum";"";"";"";"";""
"2024";"Leusden";"";"";"";"";""
"2024";"Limmen";"";"";"";"";""
"2024";"Loenen";"";"";"";"";""
"2024";"Loosdrecht";"";"";"";"";""
"2024";"Lopik";"";"";"";"";""
"2024";"Maarn";"";"";"";"";""
"2024";"Maarssen";"";"";"";"";""
"2024";"Maartensdijk";"";"";"";"";""
"2024";"Medemblik";"";"";"";"";""
"2024";"Montfoort";"";"";"";"";""
"2024";"Muiden";"";"";"";"";""
"2024";"Naarden";"";"";"";"";""
"2024";"Nederhorst den Berg";"";"";"";"";""
"2024";"Niedorp";"";"";"";"";""
"2024";"Nieuwegein";"";"";"";"";""
"2024";"Noorder-Koggenland";"";"";"";"";""
"2024";"Obdam";"";"";"";"";""
"2024";"Oostzaan";"";"";"";"";""
"2024";"Opmeer";"";"";"";"";""
"2024";"Ouder-Amstel";"";"";"";"";""
"2024";"Oudewater";"";"";"";"";""
"2024";"Purmerend";"";"";"";"";""
"2024";"Renswoude";"";"";"";"";""
"2024";"Rhenen";"";"";"";"";""
"2024";"De Ronde Venen";"";"";"";"";""
"2024";"Schagen";"";"";"";"";""
"2024";"Schermer";"";"";"";"";""
"2024";"Schoorl";"";"";"";"";""
"2024";"Soest";"";"";"";"";""
"2024";"Stede Broec";"";"";"";"";""
"2024";"Stichtse Vecht";"";"";"";"";""
"2024";"Texel";"";"";"";"";""
"2024";"Uitgeest";"";"";"";"";""
"2024";"Uithoorn";"";"";"";"";""
"2024";"Utrecht (gemeente)";"";"";"";"";""
"2024";"Utrechtse Heuvelrug";"";"";"";"";""
"2024";"Veenendaal";"";"";"";"";""
"2024";"Velsen";"";"";"";"";""
"2024";"Venhuizen";"";"";"";"";""
"2024";"Vianen";"";"";"";"";""
"2024";"Vijfheerenlanden";"";"";"";"";""
"2024";"Vleuten-De Meern";"";"";"";"";""
"2024";"Waterland";"";"";"";"";""
"2024";"Weesp";"";"";"";"";""
"2024";"Wervershoof";"";"";"";"";""
"2024";"Wester-Koggenland";"";"";"";"";""
"2024";"Wieringen";"";"";"";"";""
"2024";"Wieringermeer";"";"";"";"";""
"2024";"Wijdemeren";"";"";"";"";""
"2024";"Wijk bij Duurstede";"";"";"";"";""
"2024";"Woerden";"";"";"";"";""
"2024";"Wognum";"";"";"";"";""
"2024";"Wormerland";"";"";"";"";""
"2024";"Woudenberg";"";"";"";"";""
"2024";"Zaanstad";"";"";"";"";""
"2024";"Zandvoort";"";"";"";"";""
"2024";"Zeevang";"";"";"";"";""
"2024";"Zeist";"";"";"";"";""
"2024";"Zijpe";"";"";"";"";""
"Bron: CBS"
